,Restaurant_name,review_title,review_content,review_rating
2096,The Ledbury,Exceptional,"My new favourite restaurant in London.  Superlatives can flow but the food, the service and the space are all brilliant.  Every accolade this restaurant has received is well-deserved.

Food tips: buffalo milk curd to start, lamb for main and passionfruit souffle for dessert.

Thank you...More",5
2097,The Ledbury,A Total Gem!,"There is little i can add to the vast plaudits The Ledbury has already received other than say it deserves all the praise and awards it receives, the only issue is getting a table reservation!
From the moment you arrive, the super efficient service and...More",5
2098,The Ledbury,Excellent. Will return.,"Excellent food, excellent service. Both meat and fish were fantastic, with pork and mackerel really superb. Only the mille feuille dessert was not on the same level as the rest (i.e. good but nothing more than that - a pity but maybe it was ""the...More",5
2099,The Ledbury,Every morsel was a delight,"The food was amazing, even the bread rolls were divine. No pretentious nonsense, just clever and fresh cooking. The service was attentive and friendly. An awesome meal befitting a very special occasion (our engagement :)",5
2100,The Ledbury,First class!,"We had lunch at The Ledbury recently. The food was to die for and the service excellent. The sommeliers are simply top notch and chose perfect and unique wines to accompany the food. I would highly recommend The Ledbury for a special dining occasion, you...More",5
2101,The Ledbury,Best restaurant in London,This is arguably the best restaurant in London - delicious food and excellent service. Get the tasting menu.,5
2102,The Ledbury,Excellent,"Food and Atmosphere were excellent, however the gentelman who took our coats was quite rude for some reason, and I felt he looked down at me as I had my coffee cup in my hands and asked him to bin it for me. However, overall...More",5
2103,The Ledbury,A special meal off the beaten track,"I had booked the restaurant as a Christmas present for my wife and we were not disappointed. 

After a long wet and windy walk from the tube we were welcomed warmly by the staff

The tasting menu was superb and I can remember each dish...More",5
2104,The Ledbury,There really are not enough stars....,"What a fabulous meal you are treated to at the Ledbury....  From the first glass of champage through the delicious desserts and coffee,  each course is better than the one before.  The amuse bouche was a fabulous little treat!   We actually had two appetizers and...More",5
2105,The Ledbury,Beautiful restaurant...,"I was excited to visit The Ledbury because of all that I had read about it. The service was great, and the food just as good. I appreciated the creative combinations and tastes. 

They were not hovering over me while I was eating, but were...More",4
2106,The Ledbury,Excellent lunch,"Enjoyed a delicious lunch at the Ledbury. Had been monitoring reviews for some time; expectations were suitably high. Location is worthy of note. Only 5 minutes from Paddington station but a different world altogether. The food was excellent, the service very slick but relaxed. Overall...More",5
2107,The Ledbury,Excellent Restaurant,"One of the best restaurants I have ever visited. The food and service are exceptional. Relaxed and unpretentious, which is rare for a world class dining establishment in my experience. Try it and decide for yourself. Blows Ramsey out of the water.",5
2108,The Ledbury,"this is ""close your eyes and enjoy"" food!",This was our first of three Michelin star restaurant visits so far and we are yet to experience tastier food! Every mouthful made me close my eyes in complete enjoyment. Also great that we didn't have to dress up or were overly fussed over; it...More,5
2109,The Ledbury,"Fabulous staff, bizarre food","I have been going to The Ledbury for years. The staff are excellent, the venue is lackluster and the food is a perfect example of how to select the finest ingredients and then randomly assemble them. Here was a case of ""just because I can...More",3
2110,The Ledbury,Absolutely superb,"Apart from the fact it's expensive (though you certainly do get what you pay for) this was a flawless dinner in every respect. The tasting menu at £105 is interesting, well balanced, imaginative and superbly timed & executed. The wine list is broad and there...More",5
2111,The Ledbury,The fuss is definitely justified!,"My wife and I visited today and were impressed on all fronts. Although we got  off to a bad start as we had to wait for almost  20 minutes for our table, we still felt that the  restaurant throughly deserved the high rating.  

The set...More",5
2112,The Ledbury,"Yes, but...","Heard loads and loads and LOADS of reviews from friends, colleagues & classmates about this resto and tried for months to book in, finally securing a late lunch reservation.

The restaurant is located in an almost purely residential area, which was a bit odd, but...More",3
2113,The Ledbury,Excellent value at lunch,"We visited for lunch the fixed price menu is excellent value for this quality of food.  Excellent service, friendly staff with no problems when we phoned to say we were runnung slightly late.  Adding drinks, coffee bumps up the bill but still very reasonable.",4
2114,The Ledbury,Brilliant,"I loved this restaurant, the food, the seating, the staff were all perfection.  I would maybe have liked some soft background music and maybe a little more time between courses.  The new manager is a darling and all staff were knowledgeable regarding the product.  The...More",5
2115,The Ledbury,Words cannot express,"I now understand what the fuss is about! 

The whole evening at The Ledbury was AMAZING. The food was lovely - great quality ingredients transformed into stunning dishes. I was not too sure about the desert as I prefer savoury food.  However, when I tasted...More",5
2116,The Ledbury,Excellent!,"Came here for the first time and enjoyed the experience although was feeling not very well. Would really love to come back another time and enjoy the food again. Food was well presented, delicious, well seasoned, well balanced. Wonderful service and attentive staff! Would come...More",5
2117,The Ledbury,Almost flawless,Superb food and immaculate service. Decent wine list (although not impressive). And great experience beginning to end. If anything the room may result somehow lacking some more character. But overall a good place. I'd question if it deserves the buzz or in the contrary it...More,4
2118,The Ledbury,Excellent meal,"My husband and I had lunch at the Ledbury 18 months ago and were very impressed and said we would like to dine there again.

As a birthday treat we dinned at the Ledbury in January.

The food was excellent.  We opted for the three...More",5
2119,The Ledbury,Fantastic Lunch,"The service and food are faultless. 
One of the most memorable meals I've had.
The only problem was deciding which dishes to choose as all sounded wonderful !
Must go back soon.",5
2120,The Ledbury,overall great!!,"Perfect food Perfect food, service and atmosphere!!!
We will return certainly when back in London!!!",5
2121,The Ledbury,Excellent and always consistent,"Fabulous! Treat yourself to some of the best French for in London. A great location and a fine selection of great wine. You only live once, I was visiting my business partners from Unicity Ukraine and we had lunch here",5
2122,The Ledbury,Sadly didn't quite live up to expectations,"We had been looking forward to lunch at The Ledbury and had had to book some weeks in advance so expectations were high!  Hence, I feel somewhat guilty about writing in less than glowing terms about our experience here, but the three of us at...More",3
2123,The Ledbury,Really delicious cuisine,The cuisine at The Ledbury is delicious. I happened upon this restaurant by good luck with my wife and son and we really enjoyed our choices. The house wine was also excellent as well as the desserts. The service was prompt and the waiters and...More,5
2124,The Ledbury,Amazing as always,We went for a second time to this restaurant and were worried that it might not live up to our expectations after the first visit... but no it was as good!  It is pricey but what you get in return is well worth it although...More,5
2125,The Ledbury,Worth waiting for!,"After having made reservations months in advance, our dining experience (party of 4) turned out to be well worth the wait. Service was exceptional as was the wine and food. We had only 2 days in London, so had gone to a 1 star Michelin...More",5
2126,The Ledbury,Wow - this place is a must,"There isnt any words to describe how delicious the food was at Ledbury. Definitely try the Pyrenean Milk Fed Lamb Shoulder with Baked Jerusalem Artichokes, Caramelised Sunflower Seeds and Garlic. Staff where great and the service was amazing. Will be back soon.",5
2127,The Ledbury,Well exceeded our expectations,Restaurant with 2 michelin stars and all the staff were so charming. The chef is a really nice chap and the food most excellent please try it you wont be disappointed,5
2128,The Ledbury,"Spectacular food, wine and service in a refined yet relaxing environment.",I visited The Ledbury for lunch with my wife to celebrate our 10th wedding anniversary and was extremely impressed. We enjoyed a spectacular 7 course tasting menu with a wine flight. The real highlights for me were the wonderful boudin of rabbit and partridge with...More,5
2129,The Ledbury,A real treeat of a venue with defferential and highly involved staff,"This is a really comfortable & luxurious experience.  All the staff take this food experience seriously and attending to your needs is a pleasure.  The food is utterley delicious, original and beautifully cooked.  I always love good thick white table cloths - and the wine...More",5
2130,The Ledbury,Faultless,"One of the best restaurants I have been to. Period.

Food really is exceptional, and they have the perfect balance of service. Warm and polite, but not too snotty or over bearing.

Never had a duff plate, all brilliantly cooked, full of flavour and imaginative...More",5
2131,The Ledbury,excellent,I was taken here for my birthday and it was a fabulous restaurant. The food was amazing and the staff were professional. A must visit if you are ever in London,5
2132,The Ledbury,"Very nice, beautifully executed food.",I booked another Michelin star restaurant (Petrus) for my boyfriend's birthday for the two of us in January. We were on our way at 7pm when they called us to say they had a power cut and had to close the restaurant. I was obviously...More,4
2133,The Ledbury,Just misses being spectacular,"My second time here.Lovely location, with a great room. Staff and service seem very professional, friendly but not overly so. Just right. Food can be very good, Very accomplished, very interesting. It's just that occasionally a dish hits the wrong notes and disappoints. I suppose...More",4
2134,The Ledbury,Memorable night!,"Loved the whole experience. Hard to fault the food, staff, wine or setting - this is something special!",5
2135,The Ledbury,Gets better every time,"Since I visited last time, I have been in Ledbury twice more (can't keep away!!). And the food as well as the atmosphere gets better and better. 

I am saving up for my next visit. Love it!",5
2136,The Ledbury,Wonderful food,"I had a business lunch at the Ledbury and having eaten there before and not loved it, I wasn't overly excited to be there again. It has a very formal atmostphere - a bit starchy - but the service was excellent and friendly and it...More",5
2137,The Ledbury,The best of the best! No.1 in the UK,"I have finally got round to writing a review on The Ledbury. Having been here four times so far. Having eaten at Noma, El Cellar, tickets and numerous 2 and 3* restaurants,, I can honestly say that without doubt one of the best restaurants in...More",5
2138,The Ledbury,What a treat,A group of four us had dinner at The Ledbury on Saturday night and not one of us can think of the slightest thing they could improve on! Even the hand wash and cream were beautifully scented and original. The Ledbury was truly outstanding! The...More,5
2139,The Ledbury,Great experience,"Lunch for four people yesterday. Relaxed, relatively informal atmosphere and refreshingly basic decor. The table staff were attentive but not intrusive. Nice personal feel to the service. The quality of food was exceptional; lovely boudin with veloute and creamy soup starter, and beautifully presented sea...More",5
2140,The Ledbury,The Ledbury deserves its high standing in Trip Advisor ratings,This was my second visit to The Ledbury.  I have to confess to being a little concerned that it wouldn't live up to my memory from a couple of years ago.  Instead it surpassed that memory.  From the moment you arrive you are treated as...More,5
2141,The Ledbury,delicious,Excellent service and food as you would expect from Phil Howard. Superb ambience. We had the set 3 course lunch with a lovely bottle of Pinot Gregio followed by coffee and lovely petit fours. All in all a extremely pleasant lunch. Thanks,5
2142,The Ledbury,Amazing evening,"Such a fantastic night. Stunning freshly baked bread, beautiful canapes, and brilliant staff.
Best dessert I've ever eaten, and champagne was delicious.
The whole restaurant looked pristine and my rose flower tea was the perfect end to a very filling meal!",5
2143,The Ledbury,FANTASTIC,"This has got to be the best eating experience i have had.  I have been a few times now and the staff are wonderful, especially the head chef who when i asked about his cooking i was actually taken to meet him and his staff....More",5
2144,The Ledbury,One of my favourite fine dinning restaurants,"We like ""michelin star level"" restaurants (some may not have one but are equaly impressive) from time to time and our Ledbury experience was probably one of the best; everything well balanced: food, service, ambience and probably value for money, despite being a little bit...More",5
2145,The Ledbury,Absolutely Delicious,"I visited the Ledbury last week for lunch with my fiancé. We opted for the set lunch menu, which at £35 for 3 courses I found to be excellent value for money. There are only 2 choices for each course, and I chose the oyster...More",4
2146,The Ledbury,A Treat From Our Children.,"Wonderful,what more can we say,modern cuisine,amazing presentation,terrific service and,  er  EXPENSIVE! But, we are two Yorkshire folk,who usually watch the pennies,but if like us your kids give you lunch here as a christmas gift,you will have a fabulous time.",5
2147,The Ledbury,The best in London,"We were lucky to get a table because we booked just a day before, someone must have cancelled at the last minute.

Everything was faultless, the wine selection was excellent, the food was truly amazing and the presentation was beautiful. Service was first class, what...More",5
2148,The Ledbury,Absolutely First Class,"Had Sunday Lunch recently, dining on my own, staff were amazing - so professional and friendly. Food was out of this world. Had ""risotto"" of celariac and new potatoes with smoked eel and parsley sauce. Looked suberb, tastes were understated but delicious, perfect entree. Pigeon...More",5
2149,The Ledbury,Simply the Best,"You can have all your experimental cooking, your space age wow, your French Panache!! This is simply the best restaurant in the world. Brett Graham and his staff bring together simple, wholesome ingredients and put an imaginative twist to them, that just blows you away....More",5
2150,The Ledbury,subtle flavours,The chefs at The Ledbury have a fine reputation They cook well and the food is served prettily. Their chantilly oyster tartare with frozen wasabi was a true triumph with lingering subtle flavours and great textures. The main course of turbot was cooked perfectly. The...More,4
2151,The Ledbury,2nd time should not have bothered,"This was our 2nd time to  Ledbury, the first time we were asked to wait hour even though we arrived on time so skipped but was invited back by friends and was a disappointment food wise. The food was good, nothing great,The service was excellent,...More",2
2152,The Ledbury,Great experience,"We had lunch at The Ledbury on December 29th and thoroughly enjoyed the whole experience.  The food was creative and stunning in terms of presentation, texture and flavour.  The ambiance was relaxed and comfortable and the service knowledgable and attentive.  Great to see some Brits...More",5
2153,The Ledbury,Fabulous,"Lunch at The Ledbury - wow! Situated in lovely Notting Hill, The Ledbury is an experience not to be missed. The decor is understated elegance, the welcome is warm and friendly and the food is outstanding. There is no dress code, they allow jeans, shorts...More",5
2154,The Ledbury,Just short of outstanding,"The food is very, very good but not outstanding. We sampled the tasting menu at lunch time on the 3rd of January. The first course of oyster cocktail was truly delicious and lifted both palate and senses. That  was followed by slow backed root vegetables...More",4
2155,The Ledbury,WOW,going to keep this short. lovely place to eat by far the best food i have ever tasted will be returning for valantines day :),5
2156,The Ledbury,Enjoyable,We sampled the tasting menu with wine selection for dinner. I was slightly apprehensive about choosing the tasting menu as I feared I may come out of the restaurant feeling I had tasted lots of flavours but hadn't had a meal.  No fears at the...More,4
2157,The Ledbury,Excellent food/service,"Had Sunday lunch here, the day after eating at the Fat Duck, but it did not disappoint. Infact, it more than held it's own and as a restaurant it is one that I would come back more regularly than Fat Duck, as the menu has...More",5
2158,The Ledbury,one day trip to London,"Had lunch at The Ledbury with 5 friends (we made reservations about 1,5 months before) during a one day visit in London.
When we arrived, our table was ready and the welcome very friendly and professional.
It is a rather small, but very beautiful restaurant,...More",4
2159,The Ledbury,Superb but different......certainly a one-off,"I'm not that impressed to see famous people at top restaurants....that is common. What is impressive is to see top chef's from other restaurants dining here and that they do.

What I like about The Ledbury.....the atmosphere, the service and the food. If only the...More",5
2160,The Ledbury,Fantastic restaurant,"We had to book The Ledbury about 3 months in advance in order to secure a table for my fiance's birthday in April 2012 as it is so popular. However, the wait was most definitely worth it. We had the taster menu with different glasses...More",5
2161,The Ledbury,Best experience In London -food wise,"Any foodie at heart will absolutely love The Ledbury. Most have probably already been here, more than once I bet. We had a tantalizing journey that made us smile the entire evening, our tastebuds were taken to higher levels. We can't wait to come back....More",5
2162,The Ledbury,Tasting Menu,"Reasonably priced for the quality of the food, great ambiance and service. Actually quite impressed with the level of service overall.

Had the tasting menu, very good, can't fault a single item. Nothing experimental like Fat Duck but simply good food & good service.",4
2163,The Ledbury,Worth the wait,"have been trying to get a table for over a year took my wife for her birthday, stunning, great food, fabulous service good wine and great value can't wait to go back soon, next time must try the tasting menu thanks for a great lunch",5
2164,The Ledbury,Not to be missed,"This restaurant is a little gem. We went on a cold, rainy evening and found warmth and cheer inside.  The food and presentation were spot on. It is. It a large space, but managed not to be noisy or seem crowded.  The food, though, was...More",5
2165,The Ledbury,Very special meal,"Guest of Australian family visiting the UK, who know chef Brett Graham from his Newcastle/Sydney days 

Delightful evening with wonderful food and relaxed informal service, immediately putting the children at ease",5
2166,The Ledbury,Not impressed,"The Ledbury was a disappointment food wise.  We visited at the end of last year, and were surprised to find that only the tasting menu was available.  The food was good, nothing to wow about, I have eaten at several non-star restaurants with better food....More",3
2167,The Ledbury,Stunning,"Visited late last year. Food was fantastic as it has been everytime I visit there. However the thng that is always so noticable is the charming service. A perfect blend of relaxed informality with total professionalism.
Having sat in some Michelin Starred restaurants feeling as...More",5
2168,The Ledbury,Fabulous,A wonderful experience with fantastic food and wine. We went there for a new years lunch. 4 of us had a 5 course meal costing £500 in total. However if you discount the 2 x £100 bottles of wine and the champagne the bill would...More,5
2169,The Ledbury,Worthy of its reputation,"I'd been meaning to go to the Ledbury for more than a year, but because it's a bit out of my regular stomping ground, I hadn't gotten round to it. Trust me -- it's a restaurant worth going out of your way for!! The food...More",5
2170,The Ledbury,Absolutely incredible!,"We ate here on New Years Eve lunch, had the 5 course tasting menu and everything about the whole experience was just incredible.
The interior is beautifully decorated, feels luxurious but without being stuffy. The food was quite simply stunning and the wine and champagne...More",5
2171,The Ledbury,Bring Brett back to Australia please!!!!!,"What a night, all meals were spectacular, 9 course tasting menu.....oyster dish was a show stopper as was the risotto and as was the goats curd! Service was grad, we enjoyed the wine serving that accompanied the tasting menu....160GBP inclusive. 

We want Brett Graham back...More",5
2172,The Ledbury,Worth a visit,"We dined at the Ledbury on Friday night, only the 8 course tasting menu was available (I don't know if this was due to it being the Xmas period or if it is always a tasting menu only at the weekend). At £90 each, not...More",4
2173,The Ledbury,Great Birthday Lunch,"Have known about this place for a while, but decided on lunch here as it was the only Michelin starred restaurant where I could get a late notice booking. Ex[pensive but really worth the money! great ambience, our table was by the front window. Fantastic...More",5
2174,The Ledbury,Fantastic evening,"Exquisite food and service, ambience delightful too. It feels incredibly happy and jolly but not noisy and the tables aren't rammed together as is too often the case.  You have to book far ahead as tables are greatly in demand, but it is worth it....More",5
2175,The Ledbury,Great food and great service,"Loved the food at this place, sister restaurant of The Square but with much better service.  Locating the restaurant is a bit more tricky.",5
2176,The Ledbury,Wonderful,"I love to eat and I follow top rated restaurants without calling myself ""picky"". Enjoyed a dinner for two early December 2012, chose the tasting menue. After a couple of amuse bouche the kept on bringing one surprised after the other and incl. a pre-dessert,...More",5
2177,The Ledbury,Amazing tasting experience,"This restaurant is located in the very nice London area of Notting Hill. The personnel and generally the environment are very friendly, they certainly make one feel very comfortable. 

We found all the dishes extremely intriguing both in taste and visual appearance. 

One of the...More",5
2178,The Ledbury,Like food never tasted before.,"As a first anniversary celebration my wife and I, after much research decided to spend the evening at The Ledbury and my what an experience. 
 
The Ledbury as described by the headwaiter is a ""simple neighbourhood restaurant that happens to have two stars""! Obviously he...More",5
2179,The Ledbury,2 STARS WELL EARNED,Frankly my favourite restaurant in the whole of London. From a beautiful sunday lunch to the exquisite tasting menu this is surely one to book in.,5
2180,The Ledbury,Believe the hype,"All my friends and colleagues had been raving about this restaurant for so long, i decided to give it a shot for a special christmas dinner and i wasnt disappointed!
Apparently i got incredibly lucky as i got a table for 5 people on a...More",4
2181,The Ledbury,Amazing,Went here the other night for a birthday meal and it was quite easily the best restaurant experience I have ever had in London. We had the full taster menu and everything was pure perfection. I love poking holes in all of the experiences that...More,5
2182,The Ledbury,Best dinner in two years,"I arrived first. Could park just in front of the restaurant. Discovered the room: elegant, definitely cosy. Warm welcome and excellent cocktail.
We were a party of three. They arrive, we take a look at the dinner menu, so many things to try.
Style is...More",5
2183,The Ledbury,THE BEST MEAL I HAVE EVER HAD!,"The Ledbury 8th December Tasting menu Plus Roe Deer Plus Passion Fruit soufflé

Bread: Small Loaf constantly being refreshed as it went cold a good granary sour dough. Then a onion and bacon brioche brought separately at different intervals.

Amuse. Deepfried quails egg with fois...More",5
2184,The Ledbury,One of the best fine dining experiences we have had,"Excellent, excellent food! Loved the different wine with each course, loved the atmosphere. Can't wait to go back.",5
2185,The Ledbury,Ledbury heaven....,"We love this restaurant, professional, yet friendly, an air of calm prevades.  The food is exquisite...even though I did start munching on a bowl of pou pourri!!  Apparently I am not the first to do this!  Very tasty!  We went here with my partners father,...More",5
2186,The Ledbury,Birthday Treat!,"What a wonderfully understated place this is, not pretentious or 'in your face' like so many other top restaurants. The staff were genuinely interested in making my birthday memorable.  My only complaint was the gluten free bread - ugh!  bring the toast and marmalade. For...More",5
2187,The Ledbury,Ledbury lunch,"Hadn't heard of it before but friends arranged and it was worth the walk. The service was exceptional in being friendly and knowledgeable and ""proper"" without being up tight - not since Martins on Baker St disappeared have I experienced so much tuning in to...More",4
2188,The Ledbury,The best way to spend our first wedding anniversary,"We arrived and I instantly liked the atmosphere, it felt refined but relaxed at the same time. 

We decided on the tasting menu with wine and it was a fantastic experience. We were worried we'd still be hungry but feasted like kings! The menu itself...More",5
2189,The Ledbury,Amazing menu attentive service,"Having visited Petrus a number of times i decided to visit The Ledbury and compare. Their menu is terrific, truly stunning. Service tops and they quickly picked up on my preferred informal style. Having decided carefully between two main courses they gave me a small...More",5
2190,The Ledbury,Superb and wonderfull relaxed atmosphere,Took my mum here for a significant birthday lunch with some friends. From the moment we walked in we were made to feel relaxed and welcome. How great to enjoy such wonderful food artistry and wonderful service. My mum loved every minute. Thank you Ledbury...More,5
2191,The Ledbury,Divine,"Managed to finally secure a Sunday lunch table for this highly regarded gem.  It was a wonderful experience all round.  The restaurant is pretty and intimate, located on a well heeled residential road in lovely Notting Hill. Service was excellent; polished, friendly,attentive,unobtrusive and relaxed. The...More",5
2192,The Ledbury,"Excellent and not ""in your face"" silver service/fine dining restaurant","I haven't been to the Ledbury for a little while now - but not for lack of wanting to - it is an excellent restaurant and an experience I highly recommend, particularly for those special events.

The first time I went with a foodie friend...More",5
2193,The Ledbury,Spectacular food enhanced by the wine,"Recently had the pleasure of having the tasting menu here with the wine pairing. We all came away from the table thrilled at an amazing meal that was as much to the credit of the chefs as the sommelier. 

I can be a sucker for...More",5
2194,The Ledbury,a stunner,"Where to start. The tasting menu is fabulous, and the matching wine lovely too. The explanations of the wines were great too. Great atmosphere, and I particularly like that you can eat this well without an imposed dress code. It's not 3 star standard for...More",5
2195,The Ledbury,5 time and still my fav,"I love everything, it's amazing! Such a nice place to sit, eat and just the right side of formal !! Food is what you would expect from 2 stars!  When your paying these prices , everything needs to be perfect . And the ledbruy is...More",5
2196,The Ledbury,A Nice experience,We had lunch at The Ledbury on Tuesday from the a la carte menu (as the set lunch choice was a little limited). Firstly on arrival I was surprised that the restaurant had no bar area where we could await our other guests... so a...More,4
2197,The Ledbury,Excellent service most of all,"Too bad that I was feeling a little bit sick when I left home, but as we had made the booking two months before hand, and had guests over from abroad, I went with them. Choise of champagnes was excellent! I had lovely tasting scallops...More",5
2198,The Ledbury,Very average for the hype,"I would like to say say the food wowed me but it it really didn't.

Don't get me wrong, the food (especially the truffle bread) was very nice but the basic decor didn't match the food. But was it 2*? I think the food presented...More",3
2199,The Ledbury,Pleasant Lunch,"Their evening reservations are impossible to snag so we did lunch and very pleasant it was. The Ledbury ticked all the boxes, food special, service excellent, decor very good, and the foodie and I appreciated it all but one of London's top half dozen? Coming...More",4
2200,The Ledbury,Did not wow us.,"We started our 2 week vacation in Europe with dinner at the Ledbury.  While the food was good, it did not ""wow"" us, and for the price (over $600USD), we expected more from the food.  We did arrive into London from Texas that morning, and...More",3
2201,The Ledbury,A relaxed lunch,"We ate here mid week, wanting to have dinner but it was fully booked so we settled for lunch despite a smaller a la carte menu than at dinner. The restaurant was busy but the seating plan had clearly been thought through. The food was...More",5
2202,The Ledbury,Fantastic food in Notting Hill,Top quality dinner at the Ledbury.  I ate on a Monday night and enjoyed a quiet dinner in the comfortable drawing room - like surroundings.  The food was quite superb and I will definately return.,5
2203,The Ledbury,Disappointing,"I had booked The Ledbury months ago for my birthday and after reading all the reviews I was very excited, but I must say it did not live up to all my expectations. This is the 5th Michelin Restaurant i have eaten in and my...More",3
2204,The Ledbury,Special occasions a must,"Beautiful sophisticated setting and delicious food with attention to detail, staff are as always very helpful. Jazz bar is simply brilliant serving great cocktails with a twist, my last one was set fire too! they do a great deal 3 course lunch for £35 which...More",5
2205,The Ledbury,Top class dining,An absolute highlight of London dining experiences! Went there with my girlfriend and had a fantastic evening! Great choice of food and they really manage to bring the best out of the British cuisine! 5*****,5
2206,The Ledbury,Mixed emotions,"Visited here a couple of weeks ago with a group of friends.  The service is good, timely and attentive.  The wine list has a nice to range to deal with everyone's pockets and aspirations.  The food was good but unfortunately below the level of complexity...More",4
2207,The Ledbury,Very good but better than Trompette?,Don't get me wrong - had a great dinner here. Service and setting are 1st class. I like the way it feels off the beaten track. Nice to get such a great restaurant in a neighborhood place. But having eaten at other restaurants in this...More,4
2208,The Ledbury,A short bus trip from Paddington!,"Wow, super sophisticated setting but made welcoming and easy with staff that exude warmth and gracious hospitality.  The food is sublime, the wine list out of this world and the overall experience fantastic.  Miss eating at this incredible establishment at your peril!",5
2209,The Ledbury,Fabulous food in Notting Hill,"If you are looking for a great restaurant in London, then look no further than The Ledbury - it really couldn't be faulted. The restaurant is beautifully laid out, and whilst it probably suits couples or small groups better, there was still a lovely atmosphere...More",5
2210,The Ledbury,Great food,"This is a fantastic restaurant, serving modern eurpean dishes, coupled with great wine and service. We had a business lunch, 4 people around £600 but worth it. My only slight negative comment is that the bread basket only came around once!",4
2211,The Ledbury,Good food but staff could be friendlier...,"Took my mother for lunch at The Ledbury to celebrate her birthday. The restaurant is in a quiet part of Notting Hill and looks very stylish from the outside. Inside, the decor is elegant and the layout is well planned. We sat at a table...More",4
2212,The Ledbury,One of the best food experiences ever,This place was amazing!  Every course we had was fantastic.  The service was over the top.  Can't say enough good things about it!!,5
2213,The Ledbury,Cannot be faulted,"My family and I went for dinner last night, and we cannot stop raving about it.

My mother is vegetarian, and we had phoned ahead of time to ensure she would be catered for (the standard menu only has one purely vegetarian dish on it)....More",5
2214,The Ledbury,"An Evening of Dining Out, Art and Entertainment, All Wrapped Up Into One!","If you are looking for cutting-edge, creative cuisine in London, look no further than The Ledbury, situated in a quiet corner of Notting Hill. Elegant decor meets designer food, all presented by friendly waitstaff who had no problem explaining techniques and ingredients. Not only is...More",5
2215,The Ledbury,My third WOW,Not the best area but this place is all about the food. Breathtaking dishes in a friendly setting and an almost insane attention to detail,5
2216,The Ledbury,Colourful Food,This was really lovely.  Unusual food served with such colour and vibrance.  They made a real effort with us as the booking got messed up but they found space and the service was great.  Excellent wine choice but quite expensive.  Worth a visit,4
2217,The Ledbury,good food - very hot room though!,"Went to the Ledbury with six close friends.
excellent lunch deal for a Sunday, so in terms of cost, brilliant.
one down side was the excessive heat the uncomfortableness of the chairs.
I'm not that fussy, but for me, a 2* Michelin should have nice...More",4
2218,The Ledbury,Excellent food but waiting staff strangely distant and disengaged,"An odd experience at The Ledbury. The food, as expected, was delicious and innovative but it contrasted starkly with the vibe of the staff who seemed to be under instructions to remain po faced and standoffish at all times leading to a feel of a...More",4
2219,The Ledbury,"Utterly amazing, truly stunning, just delicious.",We were fortunate enough to get a reservation at short notice and were not disappointed. The service and staff attentiveness were excellent. We selected the tasting menu as all the courses sounded so tempting. We could not choose a favourite dish as all were outstanding...More,5
2220,The Ledbury,For Special Occasions,"Stunning food in a formal setting, that never disappoints. It is pricey, but 2-star Michelin restaurants have to make a living too. For special occasions and special friends.",5
2221,The Ledbury,Birthday at The Ledbury,"I booked table for my wifes birthday several months ahead as a surprise for her (I'd told her we were going to a popular chicken establishment!).
We turned up pretty much on time and were shown to a table in the window.
We decided since...More",5
2222,The Ledbury,3rd visit and still a delight!,"After a stressful morning, I decided to see if, by any chance, I could go and drown my sorrows with a lunch at the Ledbury. I arrived at quarter to 12 and asked if there was a table free just for me.

Yes, there was....More",5
2223,The Ledbury,"Good Atmosphere, Excellent Food","Our French waitress was very friendly and professional, the food (I had the tasting menu) was delicious and the restaurant was beautiful. The toilets were lovely (always nice to have a bit of luxury when you go to the loo ;-)",5
2224,The Ledbury,Fantastic culinary experience,"What a great evening!! Friendly restaurant in Notting Hill, warm decor, great service (knowleadgeable, professional, friendly...) and such great food!! Very well presented good portions. Creative but edible. Tasty Mackarel; extremely delicious quail; A supperb saddle of deer....Wine list abundant and varied. Almost forgot...an absolutely...More",5
2225,The Ledbury,Our best meal in the five days we were in London,"This is a hard reservation to get. They listened to my wife’s pleadings to let us have lunch there on our anniversary, and we are glad they did. Of all the restaurants we reviewed in London this fall (~10) this is the only review that...More",5
2226,The Ledbury,Beautiful food in Notting Hill,"An elegant, grown-up dining room and delicious food make are the perfect receipt for a special night out. Good location in Notting Hill.",5
2227,The Ledbury,Perfect food at a Lovely Restaurant,"Although we arrived very early we were shown to our table straight away and without any fuss.
The tables are quite well placed in a room which is not too big but very nicely decorated in a nice modern way but in a warm way...More",5
2228,The Ledbury,Lunch with an old friend,"First time to the Ledbury & it didn't disappoint !! Service from arrival to leaving was excellent. Attention to detail, lovely atmosphere, up market restaurant. Amazing menu and an extensive wine list, my friend & i wanted red & white so decided Champagne was the...More",5
2229,The Ledbury,Very good indeed,"We really enjoyed our lunch at the Ledbury, nice environment, pleasant staff and fantastic food.  Our starters were beautiful, especially the buffalo mozzarella curd, which was truly one of the best starters I have had, I just loved it, particularly the truffle toast…. wow!  I...More",5
2230,The Ledbury,The epitome of graciousness,"The food was delicious and refined, and the staff were wonderfully cordial. Ask them to show you the kitchen, and they'll be very happy to do so. It was a treat to eat here.",5
2231,The Ledbury,Victim of its own hype,You realize there is something less grandiose about this unassuming restaurant when you walk in. It almost makes you wonder how the name Ledbury is mentioned in the same breath as Petrus and Claridges. But then you remember the volcanic flood of reviews telling about...More,4
